Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
321f6485-1d32-6c74-4ddc-8d9ccfb98527,1970-12-05,,999-41-5105,S99957115,X31247157X,Ms.,Marcy588,Minnie888,Wisoky380,,,S,white,nonhispanic,F,New York  New York  US,316 Larson Common,New York,New York,New York County,36081,11365,40.85914898558,-73.81613286208895,667985.03,591558.55,58802
b329ef8d-a18b-a62f-aa37-7b5ca4504f4b,1986-12-11,,999-49-8193,S99910728,X83952474X,Mr.,Hans694,Orval846,Bogisich202,,,M,asian,nonhispanic,M,New York  New York  US,384 Breitenberg Center Suite 99,New York,New York,Kings County,36081,11421,40.802393305577,-74.00496312402367,184341.84,0.00,41204
50b95daa-11fb-fb1d-f3aa-70e2d777e5ba,2003-11-11,,999-15-3798,S99982950,X34286860X,Ms.,Yuk263,Agripina633,Hoppe518,,,,white,nonhispanic,F,New York  New York  US,782 Gerhold Run Unit 18,Uniondale,New York,Nassau County,36059,11553,40.70497650276204,-73.60524693571662,50098.44,110861.57,62760
9255b577-57ec-5114-269d-ae0e5e12f290,2007-03-16,,999-38-1139,S99947836,,Ms.,Laraine204,Alpha246,Jaskolski867,,,,white,nonhispanic,F,New York  New York  US,554 Yost Underpass Unit 38,New York,New York,New York County,34017,10004,40.73209935163519,-74.05500736490349,220419.34,107139.38,42139
5efaa97c-4a6c-5f10-2c9c-8ffdefa57893,1984-07-25,,999-58-1575,S99947011,X32608863X,Mr.,Loyd638,Louis204,Tromp100,,,M,white,nonhispanic,M,Plattsburgh  New York  US,1042 Dickinson Orchard Unit 51,New York,New York,Richmond County,36081,11368,40.78043522025848,-73.94346556093605,126536.63,688178.93,46339
df2f3ddb-2760-b3c7-40be-f2fbee474089,1975-12-27,,999-49-5175,S99977731,X620014X,Mr.,Dallas143,,Jacobi462,,,M,white,nonhispanic,M,New York  New York  US,183 Abernathy Alley,New Hyde Park,New York,Nassau County,36059,11040,40.77416078149434,-73.69385661830933,158688.22,90721.90,998625
ce44621f-406f-233d-11a3-22cdc96f9aec,2012-10-02,,999-28-2268,,,,Blake449,See995,Konopelski743,,,,black,nonhispanic,F,Atlantic Beach  New York  US,1093 Gutmann Trail,New York,New York,Kings County,36085,10301,40.7862201900048,-73.76247968302201,66934.89,203694.62,38542
9dc02e0c-624b-81c6-4648-829d5074bf90,1985-02-11,,999-38-1204,S99981829,X11721018X,Mr.,Riley817,Jarod376,Spinka232,,,M,white,nonhispanic,M,Cortland  New York  US,191 Greenholt Club Suite 47,Cheektowaga,New York,Erie County,36029,14225,42.91561507678268,-78.82085702045883,116905.82,10943.58,61531
5fd603dd-1d6a-62be-0862-67ff6e3978b5,2013-04-21,,999-38-2304,,,,María Luisa888,,Arredondo74,,,,white,hispanic,F,Guatemala City  Guatemala  GT,340 Braun Passage Apt 35,New York,New York,Kings County,36061,10199,40.71690685152271,-73.97410988847123,2150.00,55251.32,4053
b27ee48d-2590-6e78-ee68-28a31a2b37e1,1994-12-21,,999-74-9447,S99958269,X15011862X,Mr.,Rod343,Pat3,Grimes165,,,M,white,nonhispanic,M,Washingtonville  New York  US,411 Wyman Trace,New York,New York,Kings County,36047,11208,40.63863390788615,-74.023540548309,130174.71,143939.38,36897
e89af71d-4aa4-2237-e71d-6fa8e4b5af09,1984-05-23,,999-20-6584,S99959378,X23244925X,Mrs.,Chantell995,Chasity985,Hahn503,,Heathcote539,M,white,nonhispanic,F,New York  New York  US,822 Lubowitz Estate Unit 52,New York,New York,Kings County,36047,11425,40.65627859669666,-73.97647177647568,363503.25,944232.17,43858
3236b1f8-2bc1-3e38-c539-a29407c6a206,2004-08-27,,999-15-6186,S99953167,X3622134X,Ms.,Krysta658,Leah288,Barrows492,,,,black,nonhispanic,F,New York  New York  US,996 Ankunding Approach Apt 1,New York,New York,Kings County,36005,10467,40.884124634989114,-73.85477557358904,32850.10,1258244.21,93722
cf22cde5-48e9-1907-78ec-42abd6782fbe,1968-09-24,,999-30-2282,S99929871,X81754197X,Mrs.,Letty680,,Tremblay80,,Predovic534,M,white,nonhispanic,F,New York  New York  US,607 Wuckert Quay,New York,New York,Kings County,36081,11358,40.53436780953481,-73.99000868482926,17988.90,1369903.96,2130
a0c03c21-c7e2-54b4-175d-a01e8ba6de7b,2009-03-01,,999-22-1126,S99986816,,,Dawn804,,Jenkins714,,,,black,nonhispanic,F,Highland  New York  US,1077 Luettgen Glen,Centereach,New York,Suffolk County,36103,11720,40.88049136712374,-73.11788860293483,32950.37,56855.25,164361
76a1559f-a83a-59b9-ed07-4efd4a0f1b39,1983-06-03,,999-48-4172,S99968031,X21315847X,Mrs.,Alethia102,Beatris270,Feest103,,Abernathy524,M,white,nonhispanic,F,New York  New York  US,128 Strosin Well Unit 53,New York,New York,Queens County,36081,11420,40.72652729426694,-73.9273267930556,25221.86,1340891.84,17008
4e3a6f7b-ffb9-5478-ae0f-e03a42891892,2000-07-27,,999-15-2429,S99963820,X49304715X,Ms.,Gerda633,Mia349,Trantow673,,,,white,nonhispanic,F,Victor  New York  US,296 Zemlak Ferry,Copiague,New York,Suffolk County,36103,11726,40.69058510842636,-73.3580119812251,92137.14,172712.74,83270
8a378120-cbc8-8dc0-04be-44a8c807932f,1971-10-23,,999-82-7326,S99916808,X77731802X,Mrs.,Santa373,,Gulgowski816,,Gerlach374,M,white,nonhispanic,F,New York  New York  US,1049 Luettgen Viaduct Apt 19,Syracuse,New York,Onondaga County,36067,13219,43.05417569226924,-76.14138691289286,67526.91,362459.18,492
a296a2ba-b1ad-a3c5-d172-aa3dfdbcdab9,1987-03-08,,999-31-8127,S99939062,X53802602X,Ms.,Ana972,Ana Luisa894,Agosto501,,,S,black,nonhispanic,F,San Jose  San Jose  CR,724 Nolan Camp Unit 48,New York,New York,Queens County,36081,11692,40.68932474227868,-73.88057238727558,14478.74,458822.21,17562
20526ee7-17ba-b863-b5f1-776defcde2e6,1972-09-18,,999-73-8834,S99950597,X88698887X,Mr.,Jonathon205,,Hermann103,,,M,white,nonhispanic,M,Wallkill  New York  US,329 Wintheiser Viaduct Apt 34,East Patchogue,New York,Suffolk County,36103,11772,40.73593331913067,-72.98590154097928,150100.66,85758.94,196164
7f50d0ba-ca6b-eaa7-d4f7-50dc977f2e50,2002-12-10,,999-36-3745,S99993939,X75914309X,Ms.,Kerry175,,Dickens475,,,,white,hispanic,F,New York  New York  US,537 Walsh Mission,New York,New York,Queens County,36085,10306,40.582727069464966,-73.95075465812866,60337.15,115717.67,189971
06fe0fa1-aba9-b4f6-6231-5f41bd42492d,1967-09-01,,999-90-2097,S99963618,X36257999X,Mr.,Dong972,,Borer986,,,M,white,nonhispanic,M,New York  New York  US,688 Yundt Camp Suite 41,Rye,New York,Westchester County,36119,10573,40.95403148660685,-73.64678390140791,180884.10,666204.51,377342
09570ca0-77fa-de46-54b5-14ac2040a62e,1942-05-01,2019-10-21,999-45-6482,S99938442,X10477738X,Mr.,Bennie663,,Collins926,,,M,white,nonhispanic,M,Rome  New York  US,1060 Lesch Lane Unit 35,Cheektowaga,New York,Erie County,36029,14227,42.950715263693354,-78.75040738677973,163069.79,2582339.22,8753
c7674d0a-5a34-80a7-8d3a-377bf3a27702,1942-05-01,2022-05-14,999-44-9347,S99927868,X19176535X,Mr.,Kurtis994,,Rutherford999,,,M,white,nonhispanic,M,New York  New York  US,659 Lehner Ramp Apt 81,Cheektowaga,New York,Erie County,36029,14206,42.97368937433869,-78.71491367812634,51605.87,5568571.42,8753
aaef856b-f644-9312-6e15-6c089edfad60,1942-05-01,2004-02-17,999-26-2910,S99981256,X64052601X,Mr.,Wilson960,Collin529,Kuvalis369,,,M,white,nonhispanic,M,Elmont  New York  US,790 Ortiz Corner Apt 29,Cheektowaga,New York,Erie County,36029,14227,42.89179342268098,-78.7059787079349,13394.74,558693.18,8753
a5ba8ecd-b59b-ef88-d204-14b6f13d15cd,1942-05-01,1983-12-06,999-29-8016,S99969956,X36615128X,Mr.,Earnest658,Dennis979,Wolf938,,,M,white,nonhispanic,M,New York  New York  US,320 Koelpin Stravenue Unit 8,Cheektowaga,New York,Erie County,36029,14227,42.83363779656764,-78.81596541479517,8366.64,285036.49,8753
c95af461-6fc4-3f0a-8052-32afa648b9e0,1942-05-01,2006-12-05,999-42-3480,S99973816,X64083502X,Mr.,Tracey100,Grover559,Labadie908,,,D,white,nonhispanic,M,Troy  New York  US,806 Nitzsche Village Unit 97,Cheektowaga,New York,Erie County,36029,14227,42.929823367330926,-78.80210266362758,108444.62,913413.87,8753
8cbb5751-6fd0-b2b4-3a2d-e292390482d7,1942-05-01,,999-84-4546,S99991036,X17566432X,Mr.,Bobbie849,Esteban536,Lynch190,,,M,white,nonhispanic,M,New York  New York  US,662 Carter Trail Unit 96,Cheektowaga,New York,Erie County,36029,14215,42.954226755176556,-78.78202781569728,22628.87,793015.77,8753
7bdd30f5-7598-e44a-c32c-f928becb9d5e,2009-06-29,,999-30-7687,S99952458,,,Lavina533,Christene303,Hartmann983,,,,asian,hispanic,F,New York  New York  US,757 Nolan Haven Suite 44,New York,New York,Queens County,36061,10022,40.6590523589461,-73.74648682224034,38386.87,60695.55,123819
a7b1943e-4400-ed7b-2b1f-67b40f8f36e2,1976-08-13,,999-41-4188,S99931204,X39246731X,Mr.,Rosario163,,Runolfsson901,,,M,white,nonhispanic,M,New York  New York  US,279 Pfannerstill Pathway,Elmont,New York,Nassau County,36059,11003,40.7378568937388,-73.67273550532502,108052.99,68148.16,837723
